globalTracer.robotStartMode_Info: [0.032] Sat Mar 18 10:10:15 PDT 2023: ***** TELEOP_MODE *****
globalTracer.lfDrive.recordResponseCode_Err: setSelectedSensorPosition (ErrCode=SigNotUpdated)
globalTracer.rfDrive.recordResponseCode_Err: setSelectedSensorPosition (ErrCode=SigNotUpdated)
globalTracer.lbDrive.recordResponseCode_Err: setSelectedSensorPosition (ErrCode=SigNotUpdated)
globalTracer.rbDrive.recordResponseCode_Err: setSelectedSensorPosition (ErrCode=SigNotUpdated)
globalTracer.startCompetition_Warn: TELEOP_MODE.prePeriodicTasks took too long (0.080s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.047s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.066/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.054s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.083/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.054s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.068/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.054s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.075/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.058s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.083/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.097s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.149/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.055s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.069/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.049s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.069/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.057s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.079/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.053s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.073/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.060s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.071/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.047s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.071/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.062s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.084/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.045s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.065/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.064/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.051s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.070/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.081s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.095/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.053s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.080/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.057/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.066/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.045s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.061/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.056/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.046s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.064/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.053s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.077/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.040s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.057/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.047s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.070/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.074s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.096/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.056/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.054/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.046s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.061/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.059/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.063/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.048s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.066/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.045s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.066/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.045s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.067/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.058s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.078/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.045s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.074/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.046s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.061/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.053s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.065/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.046s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.064/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.046s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.070/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.048s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.069/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.067/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.043s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.082/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Info: *** Transitioning from TELEOP_MODE to DISABLED_MODE ***
globalTracer.robotStopMode_Info: [0.006] STOPPING: ***** TELEOP_MODE *****
globalTracer.FrcRobotBase_Info: (TELEOP_MODE->DISABLED_MODE) Performance Metrics: LoopCount=538
globalTracer.FrcRobotBase_Info: RobotInit=7.860168, PrevModeStopTask=0.005910, PrevStopMode=0.000274, PrevRobotStopMode=0.000000, RobotStartMode=0.374892, startMode=0.032298, startTask=0.000185
globalTracer.FrcRobotBase_Info: PrePeriodicTask(Avg/Max)=0.007616/0.079921
globalTracer.FrcRobotBase_Info: Periodic(Avg/Max)=0.012528/0.178910
globalTracer.FrcRobotBase_Info: postPeriodicTask(Avg/Max)=0.000106/0.004845
globalTracer.FrcRobotBase_Info: Updates(Avg/Max)=0.005353/0.017972
globalTracer.TaskPerformance_Info: TrcWatchdogMgr: STANDALONE_TASK=0.003228/0.961073
globalTracer.TaskPerformance_Info: DriverController.buttonEvent: PRE_PERIODIC_TASK=0.000031/0.030583
globalTracer.TaskPerformance_Info: operatorStick.buttonEvent: PRE_PERIODIC_TASK=0.000028/0.030582
globalTracer.TaskPerformance_Info: buttonPanel.buttonEvent: PRE_PERIODIC_TASK=0.000008/0.030582
globalTracer.TaskPerformance_Info: switchPanel.buttonEvent: PRE_PERIODIC_TASK=0.000010/0.030582
globalTracer.TaskPerformance_Info: LED: OUTPUT_TASK=0.000040/0.020792
globalTracer.TaskPerformance_Info: TrcMotor.odometryTask: STANDALONE_TASK=0.002315/0.002475
globalTracer.TaskPerformance_Info: lfDrive.cleanupTask: STOP_TASK=0.004344/0.000000
globalTracer.TaskPerformance_Info: lfWheel.servo.stopTask: STOP_TASK=0.000339/0.000000
globalTracer.TaskPerformance_Info: rfWheel.servo.stopTask: STOP_TASK=0.000023/0.000000
globalTracer.TaskPerformance_Info: lbWheel.servo.stopTask: STOP_TASK=0.000020/0.000000
globalTracer.TaskPerformance_Info: rbWheel.servo.stopTask: STOP_TASK=0.000020/0.000000
globalTracer.TaskPerformance_Info: TrcDriveBase.odometryTask: PRE_PERIODIC_TASK=0.007251/0.030582
globalTracer.TaskPerformance_Info: TrcDriveBase.stopTask: STOP_TASK=0.000454/0.000000
globalTracer.TaskPerformance_Info: Elevator.pidActuator.pidMotorTask: OUTPUT_TASK=0.000331/0.020780
globalTracer.TaskPerformance_Info: Elevator.pidActuator.stopMotorTask: STOP_TASK=0.000622/0.000000
globalTracer.TaskPerformance_Info: elevatorTrigger.triggerTask: PRE_PERIODIC_TASK=0.000152/0.030443
