globalTracer.robotStartMode_Info: [0.026] Sat Mar 18 10:07:58 PDT 2023: ***** TELEOP_MODE *****
globalTracer.lfDrive.recordResponseCode_Err: setSelectedSensorPosition (ErrCode=SigNotUpdated)
globalTracer.registerWatchdog_Warn: Watchdog TrcMotor.odometryTask was already registered.
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.043s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.056/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.051/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.040s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.061/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.051/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.051/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.058/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.053/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.054/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.065/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.040s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.060/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.054/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.062/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.043s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.061s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.091/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.051/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.055/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.058/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.064/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.045s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.055/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.053/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.058/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.058/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.051/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.053/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.059/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.057/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.045s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.056/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.054/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.056/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.053/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.047s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.058/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.046s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.053/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.046s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.056/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.047s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.060/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.055/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.043s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.058/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.063/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.051/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.054/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.040s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.053/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.057s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.075/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.051/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.041/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.044s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.040s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.055/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.045s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.056/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.055/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.053/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.046/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.042/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.048/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.044/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.042s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.052/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE.periodic took too long (0.041s/0.040s)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.054/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.049/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.047/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.050/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.043/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.045/0.020)
globalTracer.startCompetition_Warn: TELEOP_MODE took too long (0.040/0.020)
